Media Trend,,,Geography :,Geography :,Worldwide,Worldwide,Worldwide,Worldwide,Worldwide,,,,,,,,
"123HELPME.COM,17U.COM,5156EDU.COM,5BALLOV.RU,Abach...",,,Location :,Location :,All Locations,All Locations,All Locations,All Locations,All Locations,,,,,,,,
,,,Time Period :,Time Period :,August 2009 - October 2010,August 2009 - October 2010,August 2009 - October 2010,August 2009 - October 2010,August 2009 - October 2010,,,,,,,,
,,,Target :,Target :,Total Audience,Total Audience,Total Audience,Total Audience,Total Audience,,"©2010 comScore, Inc","©2010 comScore, Inc","©2010 comScore, Inc",,,,
,,,Media :,Media :,"123HELPME.COM,17U.COM,5156EDU.COM,5BALLOV.RU,Abach...","123HELPME.COM,17U.COM,5156EDU.COM,5BALLOV.RU,Abach...","123HELPME.COM,17U.COM,5156EDU.COM,5BALLOV.RU,Abach...","123HELPME.COM,17U.COM,5156EDU.COM,5BALLOV.RU,Abach...","123HELPME.COM,17U.COM,5156EDU.COM,5BALLOV.RU,Abach...",,,,,,,,
,,,Measures :,Measures :,Total Unique Visitors (000),Total Unique Visitors (000),Total Unique Visitors (000),Total Unique Visitors (000),Total Unique Visitors (000),,,,,,,,
,,,Date :,Date :,11/18/2010,11/18/2010,11/18/2010,11/18/2010,11/18/2010,,,,,,,,
,,,,,,,,,,,,,,,,,
Media/Measures,Media/Measures,Media/Measures,Aug-2009,Sep-2009,Oct-2009,Nov-2009,Dec-2009,Jan-2010,Feb-2010,Mar-2010,Apr-2010,May-2010,Jun-2010,Jul-2010,Aug-2010,Sep-2010,Oct-2010
,,    Total Internet : Total Audience ,"1,165,194","1,179,318","1,190,151","1,206,051","1,222,237","1,237,448","1,203,547","1,219,389","1,231,777","1,244,104","1,253,406","1,261,762","1,285,378","1,294,784","1,304,632"
1,[P],    Wikimedia Foundation Sites,"307,641","325,998","344,563","345,805","347,020","364,719","345,218","370,744","374,846","388,932","379,112","360,225","373,392","398,178","408,350"
2,[C],    Yahoo! Answers,"178,754","187,718","201,784","200,546","183,770","181,942","183,320","198,495","196,712","212,103","209,492","203,601","206,845","208,563","211,512"
3,[C],    Baidu Answers,"93,624","93,424","99,691","95,874","89,560","91,283","86,050","94,572","97,196","101,908","98,491","101,330","102,476","103,509","96,995"
4,[P](U),    Answers.com Sites,"65,930","83,059","84,120","75,959","67,705","76,526","71,835","75,753","72,044","71,924","68,465","68,301","68,976","78,510","83,763"
5,[C],    Baidu Encyclopedia,"48,365","48,966","53,582","52,284","48,173","48,589","45,526","56,222","55,288","59,520","59,017","59,691","61,705","61,377","55,569"
6,[P](u),    Wikia Sites,"16,963","16,438","17,902","18,312","20,525","21,169","21,929","24,076","23,033","26,101","25,114","25,449","26,135","27,087","29,777"
7,[M],    THEFREEDICTIONARY.COM,"19,825","21,200","23,117","24,891","23,204","26,364","23,622","25,207","25,004","25,212","22,264","20,400","22,819","31,271","29,709"
8,[C],    SINA iAsk,"21,700","21,320","23,851","21,572","19,238","20,411","16,801","21,742","22,959","23,812","28,241","28,051","29,407","27,441","24,241"
9,[P](u),    Encyclopaedia Britannica,"13,062","21,360","24,751","22,649","19,998","22,116","21,901","23,821","22,555","21,497","19,389","16,824","16,593","19,262","18,817"
